CourseID,UIN,Score
PHIL393,15276,30
ART438,15277,68
MUS153,15278,68
PHYS591,15279,47
PHYS546,15280,96
ART620,15281,72
CSCE394,15282,84
MUS277,15283,89
ASTR448,15284,100
ASTR289,15285,8
ECON204,15286,57
CHEM516,15287,15
MUS123,15288,78
CSCE211,15289,98
HIST391,15290,48
HIST156,15291,27
ECON537,15292,49
ECON217,15293,82
PHYS565,15294,29
ECE192,15295,31
PHYS667,15296,55
MUS575,15297,88
MATH664,15298,13
PHYS558,15299,5
PHYS287,15300,53
MUS436,15301,22
ENG198,15302,90
CSCE168,15303,59
MUS108,15304,100
ART492,15305,63
CHEM699,15306,97
ENG626,15307,13
PHIL387,15308,97
ECON651,15309,22
ECON414,15310,15
CHEM405,15311,56
ECON696,15312,71
ART263,15313,52
ECON303,15314,45
ART426,15315,99
CSCE600,15316,41
PHIL153,15317,69
HIST338,15318,36
PHYS370,15319,1
MUS424,15320,34
PSY435,15321,32
PSY359,15322,57
ENG107,15323,32
HIST380,15324,61
ECON220,15325,60
HIST390,15326,87
ASTR246,15327,5
ECON119,15328,25
MUS437,15329,61
MATH300,15330,25
PHIL692,15331,37
ART494,15332,30
PSY515,15333,32
ART189,15334,33
PHIL555,15335,84
ASTR354,15336,57
PSY286,15337,66
CHEM568,15338,62
ECON301,15339,35
ASTR320,15340,27
PSY493,15341,64
MUS608,15342,38
CHEM156,15343,63
HIST273,15344,84
CHEM200,15345,39
STAT625,15346,5
ECON216,15347,99
CSCE118,15348,29
HIST386,15349,79
ECON406,15350,16
ECE375,15351,93
CHEM339,15352,1
ENG530,15353,82
PSY514,15354,82
ART608,15355,92
ASTR629,15356,11
PSY252,15357,95
ECON603,15358,98
PSY684,15359,7
ENG655,15360,6
ENG260,15361,0
CHEM511,15362,82
PHYS692,15363,0
ART264,15364,21
CHEM558,15365,13
STAT248,15366,15
HIST217,15367,92
ENG211,15368,25
HIST279,15369,70
CHEM617,15370,90
PSY349,15371,21
STAT382,15372,3
BIO589,15373,27
ENG463,15374,69
HIST364,15375,91
PHIL614,15376,25
PSY553,15377,18
ECE531,15378,66
CHEM493,15379,83
STAT316,15380,26
HIST420,15381,22
ENG613,15382,60
BIO179,15383,67
CHEM455,15384,22
CHEM205,15385,64
ENG542,15386,83
HIST565,15387,8
PSY568,15388,23
CSCE561,15389,45
CSCE329,15390,1
ECE533,15391,92
PHIL634,15392,55
MATH616,15393,46
BIO171,15394,6
ENG299,15395,99
ECON504,15396,76
STAT676,15397,28
MATH102,15398,90
HIST250,15399,88
MUS527,15400,81
ECE558,15401,4
PHYS233,15402,75
MATH132,15403,4
ECE578,15404,45
PHYS608,15405,11
ECE303,15406,63
ECE152,15407,87
MUS197,15408,41
ECON611,15409,33
ART507,15410,90
MATH543,15411,6
ECE321,15412,75
ECE131,15413,12
ECE520,15414,19
ENG369,15415,31
STAT669,15416,72
ECE211,15417,79
ECON105,15418,22
ART665,15419,11
PHYS253,15420,76
PHYS134,15421,48
MUS589,15422,19
CHEM620,15423,4
ECON657,15424,97
PHIL625,15425,69
BIO201,15426,87
ECON257,15427,93
ECE125,15428,93
PHYS458,15429,59
CHEM248,15430,54
ART148,15431,69
BIO631,15432,8
ART289,15433,51
PSY637,15434,43
CSCE696,15435,92
STAT458,15436,13
ECON353,15437,51
ECE357,15438,76
STAT221,15439,55
MATH421,15440,79
BIO140,15441,16
MUS118,15442,76
STAT624,15443,40
MUS266,15444,4
STAT601,15445,91
CHEM638,15446,61
PHYS545,15447,26
PHYS555,15448,99
PSY443,15449,44
HIST181,15450,60
BIO521,15451,71
ECE590,15452,34
ENG329,15453,76
PSY634,15454,39
PSY327,15455,2
ECON256,15456,3
ENG360,15457,59
ECE599,15458,24
PHYS299,15459,73
PHIL261,15460,33
ASTR186,15461,50
HIST426,15462,15
HIST174,15463,58
STAT635,15464,74
MUS234,15465,16
MUS360,15466,8
MUS499,15467,83
PSY665,15468,100
PSY676,15469,72
MUS351,15470,73
PHIL479,15471,4
MATH114,15472,99
PHIL237,15473,46
ECON261,15474,11
PHIL298,15475,48
HIST327,15476,58
STAT186,15477,39
ART312,15478,67
HIST132,15479,39
ASTR304,15480,69
MATH138,15481,22
MATH351,15482,70
HIST298,15483,70
PHYS549,15484,1
MUS457,15485,23
CHEM336,15486,42
MATH166,15487,63
MATH429,15488,37
PSY249,15489,100
ENG438,15490,38
ART284,15491,87
HIST517,15492,20
PSY575,15493,22
ECON454,15494,47
ART506,15495,9
ECE403,15496,41
ECE134,15497,96
HIST581,15498,57
MATH212,15499,41
MUS670,15500,5
MUS132,15501,85
ENG693,15502,18
HIST304,15503,8
STAT159,15504,81
ECON174,15505,74
PHIL419,15506,39
STAT219,15507,81
HIST101,15508,29
STAT694,15509,91
HIST246,15510,11
MUS642,15511,0
STAT644,15512,97
BIO205,15513,49
STAT678,15514,17
ECON545,15515,1
MUS481,15516,99
CHEM616,15517,35
PHYS412,15518,29
MATH465,15519,92
PHIL571,15520,2
MATH519,15521,43
CHEM517,15522,15
ASTR402,15523,71
MATH460,15524,35
ART637,15525,39
CHEM639,15526,59
ENG265,15527,47
ASTR577,15528,23
HIST295,15529,47
MUS599,15530,75
STAT561,15531,50
STAT500,15532,93
ECE629,15533,65
PHIL528,15534,36
CHEM537,15535,64
ART142,15536,94
ECON451,15537,1
PHIL468,15538,61
PHIL462,15539,18
MUS430,15540,79
MUS391,15541,27
ASTR214,15542,43
STAT283,15543,57
PSY151,15544,65
ECON240,15545,26
STAT462,15546,91
ASTR182,15547,37
ART660,15548,52
ENG152,15549,15
PHYS126,15550,23
ART557,15551,9
BIO493,15552,12
CSCE493,15553,96
PHIL207,15554,12
ENG145,15555,100
ASTR439,15556,34
CSCE618,15557,79
PHYS336,15558,66
ENG340,15559,48
MUS377,15560,91
ENG431,15561,97
ECE251,15562,81
STAT169,15563,90
PHIL178,15564,55
PHIL401,15565,81
CSCE488,15566,26
PHIL457,15567,38
ECON172,15568,78
MATH279,15569,86
ASTR616,15570,59
CHEM543,15571,73
STAT661,15572,67
CSCE453,15573,3
ENG149,15574,74
MUS362,15575,66
BIO533,15576,74
PHIL340,15577,14
MUS513,15578,85
MUS584,15579,54
ART472,15580,98
PSY251,15581,26
PHYS121,15582,98
PSY512,15583,79
MATH586,15584,29
CSCE212,15585,28
MATH471,15586,27
ENG150,15587,98
STAT251,15588,57
ART382,15589,0
MUS358,15590,19
ASTR353,15591,77
HIST173,15592,53
ECE204,15593,10
ART285,15594,80
CHEM242,15595,24
PHYS224,15596,4
MUS590,15597,92
CSCE303,15598,96
ECE424,15599,35
PSY612,15600,27
BIO555,15601,22
STAT314,15602,97
BIO488,15603,71
CHEM454,15604,0
BIO414,15605,25
PSY414,15606,0
HIST176,15607,43
STAT541,15608,55
ECE344,15609,16
CHEM441,15610,77
STAT299,15611,94
BIO251,15612,0
MATH381,15613,31
ECON212,15614,89
CSCE308,15615,40
HIST584,15616,71
ENG206,15617,85
BIO660,15618,91
HIST371,15619,65
HIST409,15620,29
BIO224,15621,55
BIO267,15622,75
PHYS586,15623,79
ECE595,15624,17
PHYS165,15625,91
MATH274,15626,60
HIST508,15627,15
ASTR156,15628,61
BIO384,15629,39
STAT341,15630,22
ENG318,15631,5
MUS501,15632,38
CHEM301,15633,22
PHYS388,15634,76
CHEM383,15635,59
BIO476,15636,10
PSY168,15637,37
ENG191,15638,4
STAT481,15639,22
MUS539,15640,17
HIST680,15641,39
ASTR491,15642,55
PHIL135,15643,47
ENG374,15644,67
ENG523,15645,83
HIST662,15646,6
ECON318,15647,51
HIST352,15648,83
BIO649,15649,34
ASTR119,15650,97
STAT607,15651,95
ECE478,15652,78
STAT522,15653,92
CHEM538,15654,64
ENG295,15655,22
ART574,15656,30
ART496,15657,32
HIST664,15658,76
MUS680,15659,51
ENG442,15660,75
CSCE463,15661,33
MATH378,15662,9
BIO402,15663,0
ECE638,15664,10
ASTR292,15665,80
ART422,15666,70
CSCE602,15667,22
ECE322,15668,92
ENG259,15669,90
ECE276,15670,44
ECON126,15671,91
STAT412,15672,30
ECE278,15673,88
ECON311,15674,41
PHIL670,15675,37
MUS146,15676,30
ART151,15677,34
BIO315,15678,12
MATH565,15679,23
CHEM179,15680,35
ENG641,15681,68
ECE517,15682,21
ASTR520,15683,85
ECE250,15684,76
STAT185,15685,68
PHYS693,15686,56
ECE241,15687,95
PSY255,15688,55
PSY240,15689,18
PHYS461,15690,47
MUS227,15691,63
PSY651,15692,37
PHIL474,15693,68
PHIL194,15694,81
PSY207,15695,80
MUS101,15696,21
STAT656,15697,94
CSCE263,15698,24
ECON189,15699,93
BIO548,15700,20
ASTR669,15701,20
ASTR389,15702,15
ECON345,15703,82
MUS467,15704,39
ASTR284,15705,29
PHYS284,15706,80
PHIL687,15707,83
PHYS338,15708,46
PHIL558,15709,27
CSCE429,15710,99
PHYS351,15711,32
MUS415,15712,37
BIO458,15713,94
HIST607,15714,31
ENG153,15715,30
CSCE433,15716,89
ENG166,15717,4
CHEM326,15718,81
MUS426,15719,42
ART183,15720,100
ECE128,15721,98
PHYS117,15722,40
MUS545,15723,1
PSY656,15724,67
ENG208,15725,18
ASTR617,15726,82
HIST506,15727,75
CHEM304,15728,7
ENG400,15729,41
PHIL394,15730,78
HIST529,15731,59
PHIL181,15732,95
MATH326,15733,44
STAT276,15734,69
ECE477,15735,67
MATH330,15736,39
CHEM661,15737,100
STAT215,15738,19
ECON379,15739,59
ENG526,15740,38
ART519,15741,44
MUS595,15742,29
ECON236,15743,23
MATH313,15744,54
MATH125,15745,10
PSY602,15746,13
HIST654,15747,76
PHYS501,15748,19
ASTR458,15749,38
ENG155,15750,83
ENG195,15751,48
MATH447,15752,56
ASTR612,15753,93
ASTR294,15754,90
ASTR450,15755,39
ENG331,15756,56
HIST197,15757,4
ECON346,15758,60
MATH352,15759,37
ART656,15760,49
ECE197,15761,37
ECON507,15762,38
CHEM608,15763,71
CSCE573,15764,43
ASTR381,15765,6
BIO250,15766,13
ECON456,15767,87
PHYS162,15768,9
BIO654,15769,33
ASTR415,15770,6
MATH482,15771,77
MUS546,15772,99
PHYS527,15773,31
PSY185,15774,31
CHEM494,15775,31
BIO308,15776,58
CSCE667,15777,100
ASTR107,15778,49
ASTR153,15779,87
CHEM663,15780,97
PSY246,15781,28
CSCE606,15782,34
CSCE343,15783,5
MUS141,15784,35
PHYS634,15785,98
ASTR272,15786,90
ENG217,15787,78
BIO513,15788,42
PHIL425,15789,63
PHYS577,15790,24
CSCE383,15791,3
HIST401,15792,73
PSY191,15793,79
CSCE525,15794,65
PHYS129,15795,1
BIO438,15796,43
PSY578,15797,53
ECE336,15798,18
ART532,15799,14
PSY322,15800,20
HIST222,15801,21
PSY133,15802,91
HIST623,15803,83
ECON422,15804,95
ECE214,15805,86
MATH426,15806,22
ENG210,15807,62
MUS269,15808,68
MUS478,15809,56
CSCE159,15810,37
ECE145,15811,51
ASTR685,15812,66
ECON347,15813,70
BIO528,15814,57
HIST311,15815,1
PHIL305,15816,51
ECON525,15817,90
ASTR419,15818,79
ART388,15819,40
PHYS685,15820,62
ECE637,15821,20
CSCE235,15822,28
PHYS282,15823,51
STAT469,15824,16
ECE240,15825,33
MUS567,15826,77
PHIL368,15827,61
MUS431,15828,2
ECE523,15829,81
PHYS148,15830,75
ECON213,15831,27
STAT523,15832,45
ENG160,15833,75
HIST229,15834,23
MUS200,15835,60
CSCE448,15836,76
BIO568,15837,8
ASTR472,15838,22
BIO358,15839,98
ART355,15840,67
PHIL643,15841,0
ECE181,15842,78
MATH397,15843,58
BIO173,15844,44
ENG188,15845,1
ENG272,15846,81
ECON538,15847,29
ENG343,15848,78
ASTR139,15849,98
CSCE145,15850,43
ENG254,15851,63
STAT328,15852,77
ART474,15853,58
STAT259,15854,50
HIST114,15855,69
ECE395,15856,32
BIO595,15857,97
PHYS541,15858,36
MATH394,15859,47
PHYS629,15860,98
ECE551,15861,76
ENG605,15862,44
CSCE503,15863,34
HIST448,15864,40
PHYS322,15865,72
PHYS674,15866,43
ASTR544,15867,0
PHIL568,15868,50
PHYS263,15869,22
ART649,15870,51
ART330,15871,99
MATH182,15872,22
BIO573,15873,67
STAT438,15874,100
STAT244,15875,15
STAT194,15876,76
BIO372,15877,32
ECON333,15878,20
PHIL590,15879,41
PHYS456,15880,47
CHEM613,15881,51
PSY301,15882,72
HIST116,15883,100
CHEM681,15884,96
ASTR652,15885,25
ART616,15886,62
ASTR295,15887,14
CSCE313,15888,78
STAT127,15889,28
CSCE300,15890,33
PSY335,15891,23
CSCE504,15892,95
ENG418,15893,61
ENG698,15894,33
CHEM451,15895,47
CSCE237,15896,25
ART257,15897,21
PHYS108,15898,63
MATH364,15899,53
PHIL195,15900,2
ENG227,15901,5
MUS458,15902,7
STAT459,15903,38
ECE219,15904,88
STAT125,15905,62
STAT228,15906,63
ECON685,15907,45
MUS616,15908,70
BIO692,15909,27
PSY176,15910,43
BIO560,15911,57
CSCE449,15912,44
PHYS664,15913,18
PHIL381,15914,9
CHEM232,15915,42
CSCE584,15916,15
ENG356,15917,30
CSCE650,15918,85
BIO613,15919,39
ENG511,15920,70
MATH556,15921,24
CSCE403,15922,70
ENG112,15923,84
ART245,15924,91
PHYS168,15925,8
PSY500,15926,25
CHEM348,15927,64
ART624,15928,95
PSY506,15929,79
ENG285,15930,51
ASTR264,15931,87
ECON247,15932,29
BIO564,15933,34
ECON429,15934,19
PSY179,15935,31
PSY143,15936,7
MUS578,15937,26
PSY270,15938,49
ART241,15939,38
MUS638,15940,50
ENG684,15941,87
ECON527,15942,64
ECE587,15943,82
ASTR636,15944,65
HIST624,15945,33
PHIL104,15946,5
MATH455,15947,54
ART193,15948,54
ECE351,15949,51
MATH215,15950,18
PSY566,15951,82
MUS699,15952,46
PHYS190,15953,58
PHYS590,15954,53
ECON125,15955,35
MUS651,15956,6
BIO101,15957,88
ECE305,15958,22
BIO153,15959,4
HIST118,15960,73
ENG533,15961,82
MUS297,15962,50
MATH321,15963,93
MATH555,15964,100
STAT279,15965,12
ECON515,15966,6
ECON592,15967,61
ECON365,15968,65
PSY581,15969,58
ECON106,15970,15
ART504,15971,78
CHEM134,15972,36
CHEM648,15973,39
ECE339,15974,17
BIO131,15975,94
ENG225,15976,61
STAT633,15977,90
BIO514,15978,70
CHEM610,15979,65
PSY444,15980,9
STAT619,15981,92
CHEM519,15982,0
HIST179,15983,88
ECE549,15984,96
PHYS402,15985,19
CSCE111,15986,31
CSCE577,15987,38
ENG593,15988,60
MATH678,15989,11
BIO534,15990,5
ASTR362,15991,48
ENG261,15992,90
MATH385,15993,59
PHYS611,15994,83
ASTR215,15995,48
ASTR179,15996,69
PSY288,15997,64
PHIL366,15998,73
PHYS536,15999,55
CSCE648,16000,97
MATH497,16001,66
CHEM447,16002,27
ECON330,16003,62
HIST524,16004,34
PSY259,16005,58
BIO103,16006,35
BIO559,16007,9
MATH551,16008,73
CHEM263,16009,59
STAT698,16010,9
MUS284,16011,22
BIO610,16012,48
PSY250,16013,20
ECON230,16014,4
BIO432,16015,41
STAT331,16016,76
ASTR163,16017,39
ENG235,16018,39
CSCE336,16019,5
CSCE570,16020,54
ENG146,16021,63
PHYS533,16022,45
PHIL469,16023,70
ENG142,16024,42
ECON625,16025,48
ECE382,16026,72
CHEM259,16027,35
PHYS642,16028,4
PSY103,16029,38
BIO100,16030,36
STAT204,16031,95
ECE659,16032,6
ASTR231,16033,23
BIO650,16034,40
ART650,16035,1
ECE337,16036,9
ART181,16037,3
ART534,16038,75
ART595,16039,79
HIST474,16040,13
PHIL314,16041,49
CHEM529,16042,43
ECON508,16043,77
PHYS151,16044,57
HIST178,16045,51
BIO434,16046,40
MUS450,16047,22
MUS404,16048,2
PHYS179,16049,97
ASTR316,16050,68
PHIL385,16051,56
STAT388,16052,64
ASTR674,16053,30
CHEM481,16054,24
MUS508,16055,59
CSCE499,16056,33
CSCE661,16057,81
ASTR136,16058,38
PHYS397,16059,45
ART514,16060,86
PHYS172,16061,64
ENG106,16062,25
PSY554,16063,44
MATH675,16064,53
ECE195,16065,23
PHIL522,16066,43
ASTR559,16067,58
ECE232,16068,96
ECE498,16069,37
MUS288,16070,88
ART234,16071,46
PHYS618,16072,60
ASTR545,16073,26
ECON481,16074,69
ECE362,16075,50
ECE492,16076,57
CSCE251,16077,69
CHEM266,16078,99
ART165,16079,67
ART341,16080,9
ENG659,16081,82
ENG148,16082,53
BIO593,16083,2
PSY654,16084,76
MUS604,16085,70
PHIL190,16086,93
BIO587,16087,47
ART568,16088,66
BIO499,16089,79
ASTR161,16090,20
HIST134,16091,21
ECON143,16092,55
STAT280,16093,22
ECE469,16094,60
ART462,16095,7
MATH552,16096,45
MATH389,16097,69
ASTR551,16098,17
CHEM525,16099,90
BIO285,16100,53
BIO655,16101,72
MUS390,16102,91
MATH282,16103,75
CHEM154,16104,95
PHIL597,16105,82
MUS600,16106,85
ECON210,16107,2
PSY136,16108,77
CSCE511,16109,97
PHIL185,16110,96
MUS204,16111,31
ART647,16112,26
PSY386,16113,93
MATH280,16114,98
MATH186,16115,10
ECE643,16116,100
CHEM646,16117,26
ECON437,16118,2
BIO546,16119,26
ECE257,16120,81
PHYS229,16121,64
ASTR108,16122,24
PHYS149,16123,72
STAT581,16124,62
BIO642,16125,87
PHYS514,16126,64
MUS548,16127,24
ASTR243,16128,74
ASTR319,16129,35
ART516,16130,72
ECON593,16131,91
ASTR507,16132,53
ECE174,16133,10
PHYS337,16134,60
ECON391,16135,89
CHEM275,16136,69
MATH657,16137,66
PSY280,16138,22
PSY134,16139,23
CHEM119,16140,11
ECE171,16141,44
MUS585,16142,75
CSCE542,16143,31
ART352,16144,36
ENG562,16145,19
PHYS492,16146,66
MUS504,16147,93
PSY672,16148,5
CHEM297,16149,78
ENG501,16150,9
BIO138,16151,9
ECON163,16152,54
ECON326,16153,32
CHEM504,16154,58
STAT376,16155,49
CSCE450,16156,94
CHEM201,16157,67
PHIL430,16158,100
CHEM439,16159,91
MATH117,16160,95
HIST275,16161,32
ECE580,16162,61
CSCE348,16163,13
ASTR189,16164,58
ART655,16165,49
ASTR528,16166,21
CSCE638,16167,97
CSCE110,16168,2
PHIL633,16169,93
STAT627,16170,8
ENG440,16171,0
ENG623,16172,40
PSY482,16173,83
BIO137,16174,66
CHEM264,16175,65
CSCE294,16176,36
ENG625,16177,67
PHYS518,16178,35
ECE664,16179,58
ART150,16180,90
PSY456,16181,100
HIST278,16182,93
PSY261,16183,32
PHYS532,16184,90
BIO612,16185,15
ART477,16186,80
MUS208,16187,77
STAT552,16188,41
STAT321,16189,30
CSCE680,16190,54
ASTR604,16191,68
PSY325,16192,36
PHIL437,16193,75
PHYS678,16194,96
STAT687,16195,58
PSY403,16196,0
CSCE319,16197,7
ENG629,16198,48
ECON682,16199,64
STAT410,16200,46
BIO241,16201,8
PHYS449,16202,64
MATH170,16203,80
PHYS665,16204,75
ASTR390,16205,37
CHEM186,16206,86
CSCE513,16207,87
STAT399,16208,75
ASTR543,16209,86
BIO422,16210,61
ASTR540,16211,71
PSY239,16212,65
ECE432,16213,35
MUS122,16214,79
BIO474,16215,37
BIO443,16216,47
BIO396,16217,80
ART361,16218,30
HIST535,16219,43
PHYS307,16220,67
ASTR125,16221,21
PSY396,16222,93
CSCE521,16223,87
BIO679,16224,64
HIST614,16225,87
PHYS603,16226,94
HIST612,16227,62
HIST119,16228,90
CSCE575,16229,40
MUS620,16230,72
ECE573,16231,0
HIST316,16232,57
MATH287,16233,75
BIO212,16234,13
CHEM428,16235,68
ECE180,16236,71
BIO345,16237,98
PHYS437,16238,2
ART144,16239,85
ART522,16240,63
BIO688,16241,58
BIO687,16242,3
PHIL193,16243,67
MATH693,16244,43
ASTR463,16245,88
ECE265,16246,52
PSY521,16247,53
ART292,16248,19
ART680,16249,87
CSCE317,16250,19
HIST238,16251,45
PSY478,16252,64
ECON679,16253,83
ECE156,16254,66
PSY215,16255,52
CSCE455,16256,5
PHIL526,16257,42
PHYS160,16258,100
HIST166,16259,38
BIO644,16260,48
HIST429,16261,44
ECE334,16262,33
BIO643,16263,65
PHIL506,16264,51
PHIL661,16265,3
ENG218,16266,4
MUS641,16267,56
ECON229,16268,91
CHEM586,16269,38
CHEM132,16270,86
HIST645,16271,83
CSCE277,16272,44
PHYS673,16273,20
CHEM199,16274,38
ECON614,16275,19
ENG203,16276,76
PHIL596,16277,60
PHIL384,16278,71
ART416,16279,29
MATH690,16280,68
PHIL510,16281,17
CSCE414,16282,64
PHIL535,16283,37
ECON554,16284,20
ECE378,16285,46
MUS174,16286,98
ECON238,16287,63
ENG334,16288,55
BIO394,16289,70
ENG636,16290,33
CHEM246,16291,74
ENG346,16292,47
MATH492,16293,55
PHIL234,16294,60
ECON404,16295,43
PHYS269,16296,74
ENG314,16297,43
CHEM554,16298,96
BIO127,16299,63
MATH272,16300,85
ENG159,16301,18
PSY466,16302,64
CSCE422,16303,73
PSY624,16304,88
ART221,16305,33
PSY405,16306,99
CSCE441,16307,90
ECON361,16308,93
BIO225,16309,92
MUS137,16310,28
PSY219,16311,25
CHEM522,16312,53
PHIL665,16313,18
ENG639,16314,94
STAT697,16315,48
ART279,16316,77
PHIL675,16317,56
ASTR330,16318,49
BIO404,16319,98
ART406,16320,61
MUS411,16321,19
BIO696,16322,85
MATH540,16323,77
PHIL302,16324,62
PHYS683,16325,17
CSCE123,16326,84
CSCE114,16327,39
HIST567,16328,42
PHIL446,16329,45
BIO481,16330,93
ASTR355,16331,49
PHYS174,16332,75
HIST223,16333,91
MATH198,16334,57
ENG615,16335,57
PHIL335,16336,3
MUS139,16337,11
ECE324,16338,64
ASTR118,16339,91
ECON287,16340,12
CSCE147,16341,87
PHIL400,16342,1
ASTR547,16343,89
CHEM144,16344,64
BIO498,16345,82
CSCE216,16346,82
ECE665,16347,77
HIST312,16348,17
MUS166,16349,85
PSY198,16350,6
MATH646,16351,94
BIO530,16352,54
STAT477,16353,81
CHEM196,16354,77
BIO352,16355,23
BIO277,16356,39
STAT249,16357,88
HIST333,16358,24
ECE613,16359,86
ECON245,16360,75
ENG665,16361,89
ENG410,16362,49
ASTR310,16363,30
CSCE537,16364,45
HIST337,16365,51
PSY226,16366,83
ENG628,16367,49
ECON491,16368,36
ART373,16369,33
ECON135,16370,54
ART417,16371,52
ECON550,16372,55
CHEM570,16373,47
STAT404,16374,81
PSY378,16375,6
MUS136,16376,4
ECE349,16377,80
ART435,16378,16
ART430,16379,61
ENG365,16380,98
MUS207,16381,65
ASTR109,16382,33
BIO672,16383,7
CSCE191,16384,97
STAT100,16385,85
CHEM220,16386,95
PHYS128,16387,35
MUS552,16388,71
MUS402,16389,79
PHYS566,16390,38
MUS229,16391,71
HIST494,16392,62
ASTR613,16393,24
ECON299,16394,25
ART222,16395,65
ASTR430,16396,67
CSCE134,16397,5
CSCE205,16398,51
ECE100,16399,24
PHIL566,16400,93
PSY106,16401,97
MUS586,16402,17
CSCE432,16403,56
HIST626,16404,64
ECE398,16405,19
PSY184,16406,90
ART126,16407,77
ECE314,16408,68
ECON536,16409,54
ECE361,16410,63
ECON175,16411,96
ASTR618,16412,70
PHIL550,16413,34
HIST633,16414,9
PHIL562,16415,40
PHYS454,16416,41
MUS267,16417,25
ART269,16418,58
MATH416,16419,57
BIO497,16420,91
CSCE297,16421,58
MATH217,16422,22
ENG114,16423,71
CHEM635,16424,4
PHIL144,16425,35
ASTR377,16426,77
ENG417,16427,58
ECE653,16428,50
ART306,16429,24
ART194,16430,25
PHIL580,16431,44
PHIL621,16432,80
CSCE203,16433,59
PHYS223,16434,83
HIST292,16435,93
ECE135,16436,26
CHEM170,16437,21
MUS667,16438,28
PSY166,16439,58
CHEM228,16440,64
CHEM508,16441,28
ASTR598,16442,59
CHEM235,16443,16
ENG257,16444,68
PSY110,16445,19
ECON307,16446,66
ASTR218,16447,93
MUS325,16448,51
PHIL201,16449,9
ASTR138,16450,24
CSCE467,16451,18
STAT170,16452,7
MATH526,16453,46
ECE555,16454,0
ECE298,16455,95
PHIL694,16456,15
ECON580,16457,16
HIST408,16458,53
CHEM366,16459,52
CSCE136,16460,92
PSY227,16461,29
ECE235,16462,12
STAT418,16463,58
ECON260,16464,95
ASTR408,16465,100
ASTR522,16466,23
HIST151,16467,96
STAT296,16468,5
ENG502,16469,88
PHYS688,16470,60
ECE415,16471,17
CHEM329,16472,88
ART460,16473,96
ECE258,16474,100
ECE266,16475,42
PHYS205,16476,0
HIST111,16477,82
CHEM120,16478,40
MATH547,16479,1
CSCE221,16480,24
ENG581,16481,40
PSY195,16482,34
ECE399,16483,96
HIST549,16484,36
HIST467,16485,37
CHEM582,16486,25
CSCE540,16487,12
MATH572,16488,22
CHEM211,16489,61
ECON313,16490,69
ECE624,16491,36
HIST291,16492,44
STAT606,16493,57
MATH367,16494,15
ENG607,16495,69
ART545,16496,51
PHIL441,16497,7
ECON339,16498,28
ECON201,16499,5
CSCE621,16500,29
ENG176,16501,48
ECON325,16502,8
ASTR426,16503,95
MUS596,16504,68
ECON114,16505,19
CSCE507,16506,99
ECE183,16507,83
ART369,16508,70
HIST466,16509,28
ASTR602,16510,94
ECON274,16511,54
MUS221,16512,11
ECON655,16513,30
ECE389,16514,79
ASTR233,16515,100
PSY380,16516,96
ART336,16517,17
BIO455,16518,100
ECON282,16519,81
ECON617,16520,100
CHEM457,16521,4
ENG480,16522,15
PHYS677,16523,39
ECON194,16524,77
CHEM526,16525,29
STAT511,16526,90
PHYS191,16527,10
PHIL611,16528,90
ENG499,16529,90
ECON428,16530,61
PSY586,16531,0
ART605,16532,38
BIO126,16533,83
MUS553,16534,36
ECE198,16535,84
MATH494,16536,57
ART403,16537,92
PSY121,16538,49
CSCE692,16539,56
CHEM627,16540,49
CSCE197,16541,47
CHEM612,16542,6
ENG666,16543,18
HIST435,16544,93
STAT365,16545,42
PSY163,16546,97
STAT385,16547,25
ASTR398,16548,35
HIST636,16549,40
ASTR456,16550,17
ART505,16551,82
PHIL203,16552,60
ECE581,16553,35
PHYS170,16554,55
BIO529,16555,16
MATH207,16556,22
ECON338,16557,67
ECE261,16558,87
ART349,16559,73
CSCE564,16560,100
MATH263,16561,62
ASTR132,16562,61
HIST404,16563,2
CHEM111,16564,96
ART111,16565,0
STAT289,16566,20
ECE168,16567,5
PHIL640,16568,13
ART643,16569,34
CHEM683,16570,80
ENG492,16571,30
ASTR519,16572,61
ART683,16573,56
PHIL131,16574,70
CHEM489,16575,30
ECE489,16576,7
PSY218,16577,94
PHYS604,16578,73
ECON232,16579,56
ECON627,16580,16
PHYS446,16581,8
STAT484,16582,85
ASTR239,16583,78
ENG162,16584,23
HIST369,16585,69
CHEM388,16586,43
BIO235,16587,99
PHYS306,16588,95
MUS488,16589,73
CSCE170,16590,25
ECE142,16591,69
HIST472,16592,99
CHEM162,16593,37
CSCE582,16594,73
HIST432,16595,47
HIST315,16596,36
HIST630,16597,65
STAT364,16598,66
MUS449,16599,69
PSY278,16600,29
ENG686,16601,17
PSY258,16602,16
PHYS219,16603,75
ENG370,16604,35
MUS187,16605,52
ART674,16606,32
PSY571,16607,72
ENG398,16608,0
CSCE478,16609,24
PHYS104,16610,77
CSCE632,16611,90
CSCE326,16612,43
HIST523,16613,8
MATH600,16614,13
CHEM563,16615,4
PSY513,16616,8
MUS520,16617,59
BIO252,16618,50
ENG552,16619,11
PHYS579,16620,38
ENG312,16621,12
ART428,16622,30
CHEM698,16623,8
CHEM593,16624,93
PHYS637,16625,98
MUS326,16626,11
MATH634,16627,84
STAT580,16628,100
STAT237,16629,55
ECON628,16630,63
HIST240,16631,57
MATH457,16632,23
HIST126,16633,56
HIST399,16634,25
STAT315,16635,35
BIO305,16636,46
ASTR169,16637,59
MUS476,16638,88
